Source,Target,Type,Id,Label,timeset,Weight,S
33,53,Directed,924,,,1,
33,54,Directed,925,,,1,
33,56,Directed,926,,,1,
33,64,Directed,927,,,1,
33,65,Directed,928,,,1,
33,74,Directed,929,,,1,
33,96,Directed,930,,,2,
33,108,Directed,931,,,1,
33,110,Directed,932,,,1,
33,118,Directed,933,,,2,
33,120,Directed,934,,,1,
33,128,Directed,935,,,2,
33,137,Directed,936,,,1,
33,138,Directed,937,,,2,
33,151,Directed,938,,,1,
33,153,Directed,939,,,1,
34,26,Directed,940,,,9,
34,32,Directed,941,,,7,
34,35,Directed,942,,,4,
34,44,Directed,943,,,4,
34,58,Directed,944,,,2,
34,59,Directed,945,,,3,
34,61,Directed,946,,,7,
34,62,Directed,947,,,6,
34,73,Directed,948,,,3,
34,93,Directed,949,,,3,
34,96,Directed,950,,,12,
34,113,Directed,951,,,6,
34,142,Directed,952,,,1,
34,149,Directed,953,,,10,
34,155,Directed,954,,,11,
35,4,Directed,955,,,5,
35,12,Directed,956,,,3,
35,32,Directed,957,,,13,
35,34,Directed,958,,,3,
35,44,Directed,959,,,11,
35,57,Directed,960,,,2,
35,59,Directed,961,,,3,
35,61,Directed,962,,,10,
35,62,Directed,963,,,4,
35,73,Directed,964,,,3,
35,96,Directed,965,,,4,
35,113,Directed,966,,,1,
35,125,Directed,967,,,1,
35,141,Directed,968,,,8,
35,149,Directed,969,,,4,
35,155,Directed,970,,,2,
36,0,Directed,971,,,1,
36,8,Directed,972,,,6,
36,13,Directed,973,,,1,
36,14,Directed,974,,,12,
36,17,Directed,975,,,2,
36,20,Directed,976,,,7,
36,37,Directed,977,,,4,
36,38,Directed,978,,,3,
36,40,Directed,979,,,5,
36,45,Directed,980,,,2,
36,46,Directed,981,,,1,
36,50,Directed,982,,,1,
36,51,Directed,983,,,7,
36,54,Directed,984,,,5,
36,56,Directed,985,,,4,
36,64,Directed,986,,,6,
36,65,Directed,987,,,2,
36,70,Directed,988,,,7,
36,71,Directed,989,,,7,
36,85,Directed,990,,,1,
36,102,Directed,991,,,9,
36,108,Directed,992,,,1,
36,109,Directed,993,,,3,
36,110,Directed,994,,,10,
36,117,Directed,995,,,4,
36,118,Directed,996,,,9,
36,120,Directed,997,,,8,
36,121,Directed,998,,,7,
36,122,Directed,999,,,8,
36,128,Directed,1000,,,6,
36,130,Directed,1001,,,1,
36,133,Directed,1002,,,3,
36,134,Directed,1003,,,4,
36,138,Directed,1004,,,7,
36,142,Directed,1005,,,5,
36,143,Directed,1006,,,4,
36,162,Directed,1007,,,5,
36,164,Directed,1008,,,4,
37,6,Directed,1009,,,1,
37,14,Directed,1010,,,2,
37,19,Directed,1011,,,1,
37,20,Directed,1012,,,1,
37,40,Directed,1013,,,2,
37,45,Directed,1014,,,1,
37,51,Directed,1015,,,1,
37,54,Directed,1016,,,5,
37,55,Directed,1017,,,1,
37,56,Directed,1018,,,1,
37,65,Directed,1019,,,2,
37,71,Directed,1020,,,2,
37,85,Directed,1021,,,1,
37,86,Directed,1022,,,1,
37,102,Directed,1023,,,3,
37,109,Directed,1024,,,1,
37,117,Directed,1025,,,1,
37,118,Directed,1026,,,2,
37,121,Directed,1027,,,1,
37,122,Directed,1028,,,1,
37,130,Directed,1029,,,2,
37,133,Directed,1030,,,2,
37,137,Directed,1031,,,1,
37,138,Directed,1032,,,4,
37,151,Directed,1033,,,3,
37,153,Directed,1034,,,2,
37,156,Directed,1035,,,1,
38,8,Directed,1036,,,3,
38,14,Directed,1037,,,2,
38,19,Directed,1038,,,3,
38,20,Directed,1039,,,1,
38,45,Directed,1040,,,3,
38,50,Directed,1041,,,1,
38,51,Directed,1042,,,3,
38,54,Directed,1043,,,3,
38,64,Directed,1044,,,7,
38,71,Directed,1045,,,6,
38,96,Directed,1046,,,1,
38,109,Directed,1047,,,2,
38,117,Directed,1048,,,1,
38,118,Directed,1049,,,2,
38,120,Directed,1050,,,2,
38,121,Directed,1051,,,4,
38,122,Directed,1052,,,2,
38,128,Directed,1053,,,3,
38,138,Directed,1054,,,2,
38,142,Directed,1055,,,2,
38,143,Directed,1056,,,2,
38,156,Directed,1057,,,1,
38,162,Directed,1058,,,3,
38,164,Directed,1059,,,1,
39,1,Directed,1060,,,1,
39,3,Directed,1061,,,1,
39,19,Directed,1062,,,1,
39,21,Directed,1063,,,1,
39,25,Directed,1064,,,13,
39,31,Directed,1065,,,4,
39,43,Directed,1066,,,6,
39,47,Directed,1067,,,1,
39,52,Directed,1068,,,2,
39,55,Directed,1069,,,9,
39,60,Directed,1070,,,2,
39,72,Directed,1071,,,5,
39,77,Directed,1072,,,1,
39,82,Directed,1073,,,2,
39,83,Directed,1074,,,1,
39,87,Directed,1075,,,2,
39,88,Directed,1076,,,1,
39,91,Directed,1077,,,1,
39,98,Directed,1078,,,2,
39,106,Directed,1079,,,3,
39,123,Directed,1080,,,1,
39,128,Directed,1081,,,1,
39,129,Directed,1082,,,3,
39,136,Directed,1083,,,4,
39,140,Directed,1084,,,1,
39,146,Directed,1085,,,1,
39,148,Directed,1086,,,1,
39,150,Directed,1087,,,6,
39,152,Directed,1088,,,4,
39,164,Directed,1089,,,1,
39,165,Directed,1090,,,4,
39,166,Directed,1091,,,2,
40,0,Directed,1092,,,1,
40,6,Directed,1093,,,1,
40,14,Directed,1094,,,2,
40,17,Directed,1095,,,2,
40,19,Directed,1096,,,1,
40,20,Directed,1097,,,1,
40,33,Directed,1098,,,1,
40,37,Directed,1099,,,2,
40,38,Directed,1100,,,4,
40,45,Directed,1101,,,5,
40,50,Directed,1102,,,8,
40,51,Directed,1103,,,3,
40,54,Directed,1104,,,2,
40,56,Directed,1105,,,3,
40,64,Directed,1106,,,6,
40,71,Directed,1107,,,4,
40,74,Directed,1108,,,1,
40,102,Directed,1109,,,3,
40,109,Directed,1110,,,2,
40,110,Directed,1111,,,13,
40,117,Directed,1112,,,3,
40,118,Directed,1113,,,8,
40,120,Directed,1114,,,3,
40,121,Directed,1115,,,2,
40,122,Directed,1116,,,4,
40,128,Directed,1117,,,5,
40,138,Directed,1118,,,8,
40,142,Directed,1119,,,28,
40,143,Directed,1120,,,1,
40,153,Directed,1121,,,1,
40,162,Directed,1122,,,3,
40,164,Directed,1123,,,3,
41,4,Directed,1124,,,4,
41,12,Directed,1125,,,5,
41,26,Directed,1126,,,1,
41,34,Directed,1127,,,2,
41,57,Directed,1128,,,9,
41,58,Directed,1129,,,8,
41,61,Directed,1130,,,2,
41,93,Directed,1131,,,6,
41,96,Directed,1132,,,2,
41,105,Directed,1133,,,4,
41,113,Directed,1134,,,2,
41,124,Directed,1135,,,1,
41,125,Directed,1136,,,12,
41,141,Directed,1137,,,4,
41,149,Directed,1138,,,1,
42,5,Directed,1139,,,18,
42,16,Directed,1140,,,4,
42,19,Directed,1141,,,18,
42,28,Directed,1142,,,25,
42,30,Directed,1143,,,17,
42,45,Directed,1144,,,1,
42,54,Directed,1145,,,1,
42,61,Directed,1146,,,1,
42,71,Directed,1147,,,1,
42,74,Directed,1148,,,1,
42,96,Directed,1149,,,4,
42,114,Directed,1150,,,18,
42,115,Directed,1151,,,12,
42,118,Directed,1152,,,1,
42,120,Directed,1153,,,1,
42,128,Directed,1154,,,1,
42,143,Directed,1155,,,1,
42,155,Directed,1156,,,1,
42,156,Directed,1157,,,26,
42,159,Directed,1158,,,5,
43,1,Directed,1159,,,4,
43,19,Directed,1160,,,1,
43,25,Directed,1161,,,4,
43,31,Directed,1162,,,1,
43,39,Directed,1163,,,1,
43,45,Directed,1164,,,1,
43,47,Directed,1165,,,2,
43,55,Directed,1166,,,2,
43,60,Directed,1167,,,1,
43,64,Directed,1168,,,1,
43,71,Directed,1169,,,2,
43,72,Directed,1170,,,3,
43,82,Directed,1171,,,2,
43,83,Directed,1172,,,2,
43,87,Directed,1173,,,1,
43,88,Directed,1174,,,1,
43,91,Directed,1175,,,2,
43,96,Directed,1176,,,2,
43,98,Directed,1177,,,9,
43,106,Directed,1178,,,4,
43,122,Directed,1179,,,1,
43,127,Directed,1180,,,2,
43,129,Directed,1181,,,4,
43,131,Directed,1182,,,1,
43,136,Directed,1183,,,3,
43,137,Directed,1184,,,3,
43,140,Directed,1185,,,1,
43,150,Directed,1186,,,6,
43,152,Directed,1187,,,1,
43,155,Directed,1188,,,1,
43,156,Directed,1189,,,1,
43,165,Directed,1190,,,2,
43,166,Directed,1191,,,1,
44,5,Directed,1192,,,1,
44,14,Directed,1193,,,2,
44,19,Directed,1194,,,1,
44,26,Directed,1195,,,8,
44,32,Directed,1196,,,23,
44,34,Directed,1197,,,1,
44,35,Directed,1198,,,1,
44,59,Directed,1199,,,12,
44,61,Directed,1200,,,2,
44,62,Directed,1201,,,21,
44,64,Directed,1202,,,1,
44,73,Directed,1203,,,6,
44,96,Directed,1204,,,13,
44,113,Directed,1205,,,6,
44,122,Directed,1206,,,1,
44,141,Directed,1207,,,1,
44,149,Directed,1208,,,2,
44,155,Directed,1209,,,11,
45,5,Directed,1210,,,1,
45,14,Directed,1211,,,2,
45,19,Directed,1212,,,4,
45,33,Directed,1213,,,3,
45,37,Directed,1214,,,1,
45,38,Directed,1215,,,1,
45,40,Directed,1216,,,1,
45,51,Directed,1217,,,2,
45,54,Directed,1218,,,5,
45,64,Directed,1219,,,1,
45,65,Directed,1220,,,1,
45,71,Directed,1221,,,5,
45,102,Directed,1222,,,3,
45,109,Directed,1223,,,5,
45,110,Directed,1224,,,2,
45,117,Directed,1225,,,1,
45,118,Directed,1226,,,2,
45,120,Directed,1227,,,1,
45,121,Directed,1228,,,3,
45,122,Directed,1229,,,3,
45,128,Directed,1230,,,23,
45,138,Directed,1231,,,2,
45,142,Directed,1232,,,2,
45,143,Directed,1233,,,1,
45,153,Directed,1234,,,1,
45,155,Directed,1235,,,2,
45,156,Directed,1236,,,2,
45,162,Directed,1237,,,11,
45,164,Directed,1238,,,1,
46,8,Directed,1239,,,2,
46,13,Directed,1240,,,2,
46,14,Directed,1241,,,5,
46,17,Directed,1242,,,5,
46,20,Directed,1243,,,1,
46,33,Directed,1244,,,5,
46,37,Directed,1245,,,2,
46,45,Directed,1246,,,4,
46,48,Directed,1247,,,1,
46,50,Directed,1248,,,5,
46,54,Directed,1249,,,3,
46,56,Directed,1250,,,2,
46,64,Directed,1251,,,4,
46,70,Directed,1252,,,2,
46,71,Directed,1253,,,6,
46,80,Directed,1254,,,18,
46,85,Directed,1255,,,18,
46,92,Directed,1256,,,2,
46,102,Directed,1257,,,5,
46,108,Directed,1258,,,1,
46,109,Directed,1259,,,2,
46,118,Directed,1260,,,6,
46,120,Directed,1261,,,3,
46,121,Directed,1262,,,2,
46,122,Directed,1263,,,3,
46,128,Directed,1264,,,4,
46,133,Directed,1265,,,2,
46,134,Directed,1266,,,4,
46,138,Directed,1267,,,2,
46,142,Directed,1268,,,4,
46,143,Directed,1269,,,4,
46,147,Directed,1270,,,1,
46,151,Directed,1271,,,3,
46,153,Directed,1272,,,2,
47,1,Directed,1273,,,3,
47,3,Directed,1274,,,1,
47,15,Directed,1275,,,1,
47,18,Directed,1276,,,1,
47,21,Directed,1277,,,2,
47,23,Directed,1278,,,1,
47,25,Directed,1279,,,1,
47,31,Directed,1280,,,4,
47,39,Directed,1281,,,3,
47,43,Directed,1282,,,10,
47,55,Directed,1283,,,4,
47,60,Directed,1284,,,4,
47,69,Directed,1285,,,1,
47,70,Directed,1286,,,2,
47,72,Directed,1287,,,2,
47,77,Directed,1288,,,7,
47,82,Directed,1289,,,1,
47,83,Directed,1290,,,3,
47,87,Directed,1291,,,1,
47,88,Directed,1292,,,3,
47,91,Directed,1293,,,1,
47,95,Directed,1294,,,1,
47,98,Directed,1295,,,5,
47,100,Directed,1296,,,2,
47,106,Directed,1297,,,6,
47,123,Directed,1298,,,6,
47,129,Directed,1299,,,3,
47,140,Directed,1300,,,7,
47,146,Directed,1301,,,3,
47,148,Directed,1302,,,1,
47,150,Directed,1303,,,3,
47,152,Directed,1304,,,8,
47,165,Directed,1305,,,7,
47,166,Directed,1306,,,1,
48,8,Directed,1307,,,4,
48,9,Directed,1308,,,2,
48,14,Directed,1309,,,2,
48,17,Directed,1310,,,1,
48,36,Directed,1311,,,3,
48,37,Directed,1312,,,5,
48,38,Directed,1313,,,1,
48,40,Directed,1314,,,3,
48,46,Directed,1315,,,3,
48,50,Directed,1316,,,5,
48,51,Directed,1317,,,6,
48,53,Directed,1318,,,2,
48,54,Directed,1319,,,4,
48,56,Directed,1320,,,2,
48,64,Directed,1321,,,3,
48,65,Directed,1322,,,3,
48,70,Directed,1323,,,2,
48,71,Directed,1324,,,4,
48,76,Directed,1325,,,1,
48,85,Directed,1326,,,6,
48,92,Directed,1327,,,1,
48,109,Directed,1328,,,4,
48,110,Directed,1329,,,2,
48,118,Directed,1330,,,2,
48,120,Directed,1331,,,4,
48,121,Directed,1332,,,8,
48,122,Directed,1333,,,4,
48,128,Directed,1334,,,6,
48,130,Directed,1335,,,8,
48,133,Directed,1336,,,2,
48,134,Directed,1337,,,3,
48,138,Directed,1338,,,4,
48,142,Directed,1339,,,4,
48,143,Directed,1340,,,6,
48,153,Directed,1341,,,2,
48,162,Directed,1342,,,2,
48,164,Directed,1343,,,2,
49,7,Directed,1344,,,7,
49,103,Directed,1345,,,9,
49,104,Directed,1346,,,13,
49,135,Directed,1347,,,4,
49,145,Directed,1348,,,7,
49,158,Directed,1349,,,6,
50,0,Directed,1350,,,2,
50,1,Directed,1351,,,1,
50,8,Directed,1352,,,4,
50,9,Directed,1353,,,1,
50,14,Directed,1354,,,3,
50,17,Directed,1355,,,1,
50,20,Directed,1356,,,6,
50,25,Directed,1357,,,1,
50,29,Directed,1358,,,1,
50,33,Directed,1359,,,1,
50,36,Directed,1360,,,1,
50,37,Directed,1361,,,2,
50,38,Directed,1362,,,2,
50,40,Directed,1363,,,32,
50,45,Directed,1364,,,4,
50,46,Directed,1365,,,1,
50,51,Directed,1366,,,6,
50,54,Directed,1367,,,7,
50,56,Directed,1368,,,8,
50,64,Directed,1369,,,6,
50,65,Directed,1370,,,2,
50,71,Directed,1371,,,9,
50,85,Directed,1372,,,1,
50,89,Directed,1373,,,1,
50,92,Directed,1374,,,1,
50,97,Directed,1375,,,1,
50,102,Directed,1376,,,9,
50,107,Directed,1377,,,1,
50,109,Directed,1378,,,3,
50,110,Directed,1379,,,27,
50,117,Directed,1380,,,6,
50,118,Directed,1381,,,3,
50,120,Directed,1382,,,1,
50,121,Directed,1383,,,7,
50,122,Directed,1384,,,10,
50,128,Directed,1385,,,4,
50,130,Directed,1386,,,2,
50,133,Directed,1387,,,1,
50,138,Directed,1388,,,2,
50,142,Directed,1389,,,40,
50,143,Directed,1390,,,1,
50,147,Directed,1391,,,3,
50,151,Directed,1392,,,2,
50,153,Directed,1393,,,2,
50,162,Directed,1394,,,4,
50,164,Directed,1395,,,2,
51,5,Directed,1396,,,2,
51,7,Directed,1397,,,1,
51,8,Directed,1398,,,2,
51,13,Directed,1399,,,1,
51,14,Directed,1400,,,3,
51,19,Directed,1401,,,1,
51,20,Directed,1402,,,7,
51,28,Directed,1403,,,1,
51,38,Directed,1404,,,2,
51,40,Directed,1405,,,2,
51,45,Directed,1406,,,3,
51,54,Directed,1407,,,2,
51,56,Directed,1408,,,1,
51,64,Directed,1409,,,3,
51,70,Directed,1410,,,1,
51,71,Directed,1411,,,3,
51,96,Directed,1412,,,1,
51,102,Directed,1413,,,4,
51,110,Directed,1414,,,2,
51,117,Directed,1415,,,1,
51,118,Directed,1416,,,1,
51,120,Directed,1417,,,3,
51,122,Directed,1418,,,3,
51,128,Directed,1419,,,3,
51,129,Directed,1420,,,1,
51,136,Directed,1421,,,1,
51,138,Directed,1422,,,2,
51,142,Directed,1423,,,3,
51,151,Directed,1424,,,1,
51,153,Directed,1425,,,1,
51,156,Directed,1426,,,1,
51,164,Directed,1427,,,7,
52,1,Directed,1428,,,1,
52,3,Directed,1429,,,4,
52,21,Directed,1430,,,2,
52,25,Directed,1431,,,7,
52,31,Directed,1432,,,4,
52,39,Directed,1433,,,2,
52,43,Directed,1434,,,1,
52,55,Directed,1435,,,3,
52,72,Directed,1436,,,5,
52,77,Directed,1437,,,1,
52,82,Directed,1438,,,1,
52,83,Directed,1439,,,1,
52,87,Directed,1440,,,1,
52,91,Directed,1441,,,1,
52,98,Directed,1442,,,5,
52,99,Directed,1443,,,1,
52,106,Directed,1444,,,3,
52,123,Directed,1445,,,2,
52,129,Directed,1446,,,1,
52,131,Directed,1447,,,2,
52,136,Directed,1448,,,2,
52,148,Directed,1449,,,1,
52,150,Directed,1450,,,1,
52,165,Directed,1451,,,2,
52,166,Directed,1452,,,1,
53,0,Directed,1453,,,3,
53,6,Directed,1454,,,1,
53,8,Directed,1455,,,1,
53,13,Directed,1456,,,1,
53,20,Directed,1457,,,2,
53,33,Directed,1458,,,1,
53,36,Directed,1459,,,2,
53,40,Directed,1460,,,2,
53,45,Directed,1461,,,2,
53,50,Directed,1462,,,1,
53,51,Directed,1463,,,3,
53,54,Directed,1464,,,4,
53,56,Directed,1465,,,5,
53,64,Directed,1466,,,1,
53,70,Directed,1467,,,1,
53,71,Directed,1468,,,7,
53,80,Directed,1469,,,2,
53,85,Directed,1470,,,2,
53,97,Directed,1471,,,2,
53,110,Directed,1472,,,2,
53,117,Directed,1473,,,3,
53,120,Directed,1474,,,8,
53,121,Directed,1475,,,2,
53,122,Directed,1476,,,1,
53,128,Directed,1477,,,2,
53,130,Directed,1478,,,2,
53,134,Directed,1479,,,2,
53,138,Directed,1480,,,2,
53,143,Directed,1481,,,3,
53,151,Directed,1482,,,1,
53,153,Directed,1483,,,2,
53,162,Directed,1484,,,1,
54,1,Directed,1485,,,1,
54,5,Directed,1486,,,2,
54,8,Directed,1487,,,1,
54,19,Directed,1488,,,4,
54,20,Directed,1489,,,2,
54,33,Directed,1490,,,2,
54,37,Directed,1491,,,2,
54,38,Directed,1492,,,1,
54,40,Directed,1493,,,2,
54,45,Directed,1494,,,3,
54,51,Directed,1495,,,3,
54,64,Directed,1496,,,1,
54,71,Directed,1497,,,4,
54,96,Directed,1498,,,1,
54,102,Directed,1499,,,4,
54,109,Directed,1500,,,2,
54,117,Directed,1501,,,1,
54,118,Directed,1502,,,2,
54,120,Directed,1503,,,1,
54,130,Directed,1504,,,1,
54,137,Directed,1505,,,1,
54,138,Directed,1506,,,3,
54,142,Directed,1507,,,1,
54,143,Directed,1508,,,1,
54,151,Directed,1509,,,1,
54,155,Directed,1510,,,1,
54,162,Directed,1511,,,1,
54,164,Directed,1512,,,2,
55,1,Directed,1513,,,2,
55,3,Directed,1514,,,1,
55,7,Directed,1515,,,1,
55,15,Directed,1516,,,1,
55,19,Directed,1517,,,1,
55,21,Directed,1518,,,4,
55,23,Directed,1519,,,1,
55,25,Directed,1520,,,2,
55,26,Directed,1521,,,1,
55,39,Directed,1522,,,4,
55,43,Directed,1523,,,5,
55,52,Directed,1524,,,2,
55,54,Directed,1525,,,1,
55,60,Directed,1526,,,2,
55,71,Directed,1527,,,1,
55,72,Directed,1528,,,7,
55,82,Directed,1529,,,2,
55,83,Directed,1530,,,2,
55,87,Directed,1531,,,1,
55,91,Directed,1532,,,2,
55,98,Directed,1533,,,3,
55,104,Directed,1534,,,1,
55,106,Directed,1535,,,5,
55,118,Directed,1536,,,1,
55,123,Directed,1537,,,1,
55,129,Directed,1538,,,2,
55,130,Directed,1539,,,1,
55,131,Directed,1540,,,3,
55,136,Directed,1541,,,2,
55,137,Directed,1542,,,3,
55,140,Directed,1543,,,2,
55,148,Directed,1544,,,1,
55,152,Directed,1545,,,2,
55,155,Directed,1546,,,1,
55,165,Directed,1547,,,4,
55,166,Directed,1548,,,1,
56,0,Directed,1549,,,2,
56,5,Directed,1550,,,2,
56,6,Directed,1551,,,1,
56,14,Directed,1552,,,2,
56,17,Directed,1553,,,1,
56,19,Directed,1554,,,1,
56,20,Directed,1555,,,8,
56,30,Directed,1556,,,1,
56,33,Directed,1557,,,2,
56,37,Directed,1558,,,1,
56,38,Directed,1559,,,1,
56,40,Directed,1560,,,6,
56,45,Directed,1561,,,4,
56,46,Directed,1562,,,1,
56,48,Directed,1563,,,2,
56,50,Directed,1564,,,6,
56,51,Directed,1565,,,1,
56,54,Directed,1566,,,5,
56,64,Directed,1567,,,4,
56,71,Directed,1568,,,4,
56,74,Directed,1569,,,1,
56,80,Directed,1570,,,1,
56,92,Directed,1571,,,1,
56,102,Directed,1572,,,3,
56,106,Directed,1573,,,1,
56,109,Directed,1574,,,3,
56,110,Directed,1575,,,2,
56,117,Directed,1576,,,3,
56,118,Directed,1577,,,1,
56,121,Directed,1578,,,9,
56,122,Directed,1579,,,10,
56,128,Directed,1580,,,1,
56,137,Directed,1581,,,1,
56,138,Directed,1582,,,4,
56,142,Directed,1583,,,1,
56,143,Directed,1584,,,5,
56,151,Directed,1585,,,1,
56,153,Directed,1586,,,2,
56,162,Directed,1587,,,1,
56,164,Directed,1588,,,12,
57,4,Directed,1589,,,1,
57,12,Directed,1590,,,5,
57,32,Directed,1591,,,1,
57,34,Directed,1592,,,2,
57,35,Directed,1593,,,4,
57,41,Directed,1594,,,4,
57,58,Directed,1595,,,3,
57,59,Directed,1596,,,3,
57,61,Directed,1597,,,4,
57,62,Directed,1598,,,2,
57,73,Directed,1599,,,7,
57,124,Directed,1600,,,1,
57,125,Directed,1601,,,4,
57,141,Directed,1602,,,2,
57,149,Directed,1603,,,6,
57,155,Directed,1604,,,3,
58,4,Directed,1605,,,1,
58,12,Directed,1606,,,1,
58,26,Directed,1607,,,1,
58,32,Directed,1608,,,2,
58,34,Directed,1609,,,3,
58,35,Directed,1610,,,2,
58,57,Directed,1611,,,1,
58,61,Directed,1612,,,2,
58,73,Directed,1613,,,5,
58,93,Directed,1614,,,8,
58,96,Directed,1615,,,2,
58,113,Directed,1616,,,1,
58,124,Directed,1617,,,2,
58,125,Directed,1618,,,1,
58,141,Directed,1619,,,3,
58,149,Directed,1620,,,4,
58,155,Directed,1621,,,1,
59,26,Directed,1622,,,5,
59,32,Directed,1623,,,17,
59,34,Directed,1624,,,2,
59,35,Directed,1625,,,1,
59,44,Directed,1626,,,6,
59,61,Directed,1627,,,4,
59,62,Directed,1628,,,8,
59,73,Directed,1629,,,5,
59,96,Directed,1630,,,9,
59,105,Directed,1631,,,1,
59,113,Directed,1632,,,5,
59,137,Directed,1633,,,1,
59,149,Directed,1634,,,6,
59,155,Directed,1635,,,12,
60,1,Directed,1636,,,3,
60,3,Directed,1637,,,1,
60,21,Directed,1638,,,3,
60,25,Directed,1639,,,3,
60,27,Directed,1640,,,2,
60,39,Directed,1641,,,4,
60,43,Directed,1642,,,3,
60,47,Directed,1643,,,1,
60,55,Directed,1644,,,7,
60,72,Directed,1645,,,4,
60,77,Directed,1646,,,4,
60,83,Directed,1647,,,1,
60,88,Directed,1648,,,1,
60,91,Directed,1649,,,8,
60,98,Directed,1650,,,4,
60,99,Directed,1651,,,1,
60,106,Directed,1652,,,4,
60,129,Directed,1653,,,12,
60,131,Directed,1654,,,3,
60,140,Directed,1655,,,1,
60,148,Directed,1656,,,3,
60,150,Directed,1657,,,7,
60,152,Directed,1658,,,2,
60,166,Directed,1659,,,1,
61,4,Directed,1660,,,2,
61,5,Directed,1661,,,1,
61,19,Directed,1662,,,1,
61,26,Directed,1663,,,5,
61,32,Directed,1664,,,5,
61,34,Directed,1665,,,8,
61,35,Directed,1666,,,1,
61,42,Directed,1667,,,1,
61,44,Directed,1668,,,4,
61,58,Directed,1669,,,1,
61,59,Directed,1670,,,2,
61,62,Directed,1671,,,6,
61,71,Directed,1672,,,1,
61,73,Directed,1673,,,6,
61,93,Directed,1674,,,3,
61,96,Directed,1675,,,8,
61,113,Directed,1676,,,1,
61,115,Directed,1677,,,1,
61,117,Directed,1678,,,1,
61,124,Directed,1679,,,1,
61,125,Directed,1680,,,1,
61,141,Directed,1681,,,1,
61,149,Directed,1682,,,9,
61,155,Directed,1683,,,4,
62,7,Directed,1684,,,1,
62,19,Directed,1685,,,2,
62,26,Directed,1686,,,4,
62,28,Directed,1687,,,1,
62,30,Directed,1688,,,1,
62,32,Directed,1689,,,15,
62,34,Directed,1690,,,1,
62,35,Directed,1691,,,3,
62,42,Directed,1692,,,1,
62,44,Directed,1693,,,7,
62,51,Directed,1694,,,1,
62,58,Directed,1695,,,1,
62,59,Directed,1696,,,5,
62,61,Directed,1697,,,3,
62,73,Directed,1698,,,6,
62,96,Directed,1699,,,16,
62,105,Directed,1700,,,1,
62,110,Directed,1701,,,1,
62,113,Directed,1702,,,9,
62,115,Directed,1703,,,1,
62,138,Directed,1704,,,1,
62,143,Directed,1705,,,1,
62,149,Directed,1706,,,3,
62,155,Directed,1707,,,12,
62,164,Directed,1708,,,1,
63,7,Directed,1709,,,3,
63,10,Directed,1710,,,3,
63,19,Directed,1711,,,1,
63,22,Directed,1712,,,7,
63,24,Directed,1713,,,1,
63,29,Directed,1714,,,9,
63,33,Directed,1715,,,1,
63,66,Directed,1716,,,6,
63,67,Directed,1717,,,8,
63,68,Directed,1718,,,5,
63,69,Directed,1719,,,1,
63,70,Directed,1720,,,3,
63,74,Directed,1721,,,7,
63,75,Directed,1722,,,1,
63,78,Directed,1723,,,4,
63,81,Directed,1724,,,3,
63,89,Directed,1725,,,3,
63,107,Directed,1726,,,10,
63,119,Directed,1727,,,7,
63,121,Directed,1728,,,1,
63,127,Directed,1729,,,2,
63,132,Directed,1730,,,3,
63,137,Directed,1731,,,18,
63,144,Directed,1732,,,1,
63,147,Directed,1733,,,4,
63,154,Directed,1734,,,2,
63,157,Directed,1735,,,3,
63,160,Directed,1736,,,1,
63,161,Directed,1737,,,5,
63,163,Directed,1738,,,1,
64,2,Directed,1739,,,1,
64,5,Directed,1740,,,2,
64,8,Directed,1741,,,3,
64,14,Directed,1742,,,2,
64,20,Directed,1743,,,3,
64,33,Directed,1744,,,2,
64,36,Directed,1745,,,1,
64,37,Directed,1746,,,1,
64,38,Directed,1747,,,5,
64,40,Directed,1748,,,2,
64,45,Directed,1749,,,4,
64,50,Directed,1750,,,2,
64,51,Directed,1751,,,2,
64,53,Directed,1752,,,1,
64,54,Directed,1753,,,1,
64,56,Directed,1754,,,8,
64,65,Directed,1755,,,3,
64,71,Directed,1756,,,9,
64,80,Directed,1757,,,1,
64,92,Directed,1758,,,1,
64,97,Directed,1759,,,1,
64,102,Directed,1760,,,7,
64,109,Directed,1761,,,1,
64,110,Directed,1762,,,4,
64,117,Directed,1763,,,2,
64,118,Directed,1764,,,7,
64,120,Directed,1765,,,1,
64,121,Directed,1766,,,4,
64,122,Directed,1767,,,10,
64,130,Directed,1768,,,2,
64,133,Directed,1769,,,4,
64,138,Directed,1770,,,2,
64,142,Directed,1771,,,8,
64,143,Directed,1772,,,7,
64,151,Directed,1773,,,3,
64,162,Directed,1774,,,4,
65,0,Directed,1775,,,2,
65,8,Directed,1776,,,1,
65,13,Directed,1777,,,1,
65,14,Directed,1778,,,10,
65,20,Directed,1779,,,3,
65,28,Directed,1780,,,1,
65,33,Directed,1781,,,5,
65,36,Directed,1782,,,1,
65,37,Directed,1783,,,2,
65,38,Directed,1784,,,3,
65,40,Directed,1785,,,6,
65,50,Directed,1786,,,1,
65,51,Directed,1787,,,10,
65,54,Directed,1788,,,1,
65,56,Directed,1789,,,2,
65,64,Directed,1790,,,3,
65,80,Directed,1791,,,2,
65,84,Directed,1792,,,1,
65,85,Directed,1793,,,1,
65,92,Directed,1794,,,3,
65,102,Directed,1795,,,9,
65,106,Directed,1796,,,1,
65,108,Directed,1797,,,2,
65,109,Directed,1798,,,2,
65,110,Directed,1799,,,4,
65,117,Directed,1800,,,2,
65,118,Directed,1801,,,2,
